ID,Var_ID,Name,Description,ord
CARNEIRO6_213-1,CARNEIRO6_213,present,present,1
CARNEIRO6_214-0,CARNEIRO6_214,absent,absent,0
CARNEIRO6_214-1,CARNEIRO6_214,present,present,1
CARNEIRO6_215-0,CARNEIRO6_215,absent,absent,0
CARNEIRO6_215-1,CARNEIRO6_215,present,present,1
CARNEIRO6_216-0,CARNEIRO6_216,absent,absent,0
CARNEIRO6_216-1,CARNEIRO6_216,present,present,1
CARNEIRO6_217-0,CARNEIRO6_217,absent,absent,0
CARNEIRO6_217-1,CARNEIRO6_217,present,present,1
CARNEIRO6_218-0,CARNEIRO6_218,absent,absent,0
CARNEIRO6_218-1,CARNEIRO6_218,present,present,1
CARNEIRO6_219-0,CARNEIRO6_219,absent,absent,0
CARNEIRO6_219-1,CARNEIRO6_219,present,present,1
CARNEIRO6_220-0,CARNEIRO6_220,absent,absent,0
CARNEIRO6_220-1,CARNEIRO6_220,present,present,1
CARNEIRO6_221-0,CARNEIRO6_221,absent,absent,0
CARNEIRO6_221-1,CARNEIRO6_221,present,present,1
CARNEIRO6_222-0,CARNEIRO6_222,absent,absent,0
CARNEIRO6_222-1,CARNEIRO6_222,present,present,1
CARNEIRO6_223-0,CARNEIRO6_223,absent,absent,0
CARNEIRO6_223-1,CARNEIRO6_223,present,present,1
CARNEIRO6_224-0,CARNEIRO6_224,absent,absent,0
CARNEIRO6_224-1,CARNEIRO6_224,present,present,1
CARNEIRO6_225-0,CARNEIRO6_225,absent,absent,0
